image_path,style,color_code,color_desc,color_name,color_family,vendor_gh1,part_desc,category,subcategory,match_confidence,source_file,sheet,gender,category_source,color_source,division,abs_image_path,label,label_idx
dataset/images/W6BB31W4255_G7V2.jpg,W6BB31W4255,G7V2,SMART BLUE,,Blue,PANTS,LARISSA PLEATED BALLON PANTS,Bottoms,Trousers,medium,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,W,W,part_desc_keyword,family_keyword,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\W6BB31W4255_G7V2.jpg,Trousers,28
dataset/images/hb_AM9692POL01_BLA.jpg,AM9692POL01,BLA,BLACK,Black,Black,MISCELLANEOUS,BEANIE,Soft Accessories,Hats,high,7-ORDERSHEET_MAIN FW26_HB_WLCEE.xlsx,M,M,part_desc_keyword,exact_color_name,Accesories,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\hb_AM9692POL01_BLA.jpg,Hats,12
dataset/images/hb_SWQG2241146_BON.jpg,SWQG2241146,BON,BONE,,,WALLETS,FRANCES SLG LARGE ZIP AROUND,Small Leather Goods,Wallets,low,7-ORDERSHEET_MAIN FW26_HB_WLCEE.xlsx,W,W,part_desc_keyword,unmapped,Accesories,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\hb_SWQG2241146_BON.jpg,Wallets,29
dataset/images/hb_BW9500P6430_CLO.jpg,BW9500P6430,CLO,COAL LOGO,,Black,BELTS,NOELLE II REV & NT ADJ H30,Belts,Belts,medium,7-ORDERSHEET_MAIN FW26_HB_WLCEE.xlsx,W,W,part_desc_keyword,family_keyword,Accesories,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\hb_BW9500P6430_CLO.jpg,Belts,1
dataset/images/M6BL62W4472_G7V2.jpg,M6BL62W4472,G7V2,SMART BLUE,,Blue,OUTERWEAR,VOYAGER OTTOMAN JACKET,Outerwear,Jacket,medium,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,M,M,part_desc_keyword,family_keyword,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\M6BL62W4472_G7V2.jpg,Jacket,14
dataset/images/kids_J6BZ05W3967_P13W.jpg,J6BZ05W3967,P13W,4G AOP BEIGE BLANCO,Beige,Neutral,WALLETS,JACQUARD 4G WALLET,Small Leather Goods,Wallets,high,11-ORDERSHEET_MAINFW26_KIDS_WLCEE.xlsx,G,G,part_desc_keyword,exact_color_name,Accesories,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\kids_J6BZ05W3967_P13W.jpg,Wallets,29
dataset/images/W5BD81Z3JD2_FNI4.jpg,W5BD81Z3JD2,FNI4,4G FOAMY TAUPE AND C,Taupe,Neutral,SKIRTS,AUBREY 4G SKIRT SWTR,Bottoms,Skirt,high,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,W,W,part_desc_keyword,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\W5BD81Z3JD2_FNI4.jpg,Skirt,22
dataset/images/kids_J6BZ06W3969_P13W.jpg,J6BZ06W3969,P13W,4G AOP BEIGE BLANCO,Beige,Neutral,BAGS,4G JACQUARD SHOPPING BAG,Bags,Handbag,medium,11-ORDERSHEET_MAINFW26_KIDS_WLCEE.xlsx,G,G,gh1_fallback,exact_color_name,Accesories,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\kids_J6BZ06W3969_P13W.jpg,Handbag,11
dataset/images/hb_TWQN9737965_BLA.jpg,TWQN9737965,BLA,BLACK,Black,Black,TRAVEL BAGS,ANNETTE TOP ZIP COSMETIC,Tops,Top,high,7-ORDERSHEET_MAIN FW26_HB_WLCEE.xlsx,W,W,part_desc_keyword,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\hb_TWQN9737965_BLA.jpg,Top,27
dataset/images/ftw_FLFFACELE12_BLACK.jpg,FLFFACELE12,BLACK,BLACK,Black,Black,SNEAKER,FACTER,Sneakers,Sneakers,high,10-ORDERSHEET_MAINFW26_FOOTWEAR_WLCEE.xlsx,w,W,part_desc_keyword,exact_color_name,Footware,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\ftw_FLFFACELE12_BLACK.jpg,Sneakers,23
dataset/images/levis_38479-0380.jpg,38479-0380,SSNL SERIF 4 NAVY BLAZER,Blues,Navy,Blue,Mens-Tops,Sweatshirts,Tops,Sweatshirt,high,Order Levis Belgrade Usce APPAREL FW25.xlsx,All_All,Mens,levis_subcategory,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\levis_38479-0380.jpg,Sweatshirt,25
dataset/images/levis_0037S-0008.jpg,0037S-0008,GARMENT DYED PIRATE BLACK,Blacks,Black,Black,Womens-Tops,Sweaters,Tops,Knit sweater,high,Order Levis Belgrade Usce APPAREL FW25.xlsx,All_All,Womens,levis_subcategory,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\levis_0037S-0008.jpg,Knit sweater,17
dataset/images/hb_PW7584P6461_LGW.jpg,PW7584P6461,LGW,LATTE LOGO/BROWN,Brown,Brown,MISCELLANEOUS,SAMANTHA BEAUTY TOP ZIP,Tops,Top,high,7-ORDERSHEET_MAIN FW26_HB_WLCEE.xlsx,W,W,part_desc_keyword,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\hb_PW7584P6461_LGW.jpg,Top,27
dataset/images/W6BL10W3743_A14D.jpg,W6BL10W3743,A14D,COCONUT COFFEE,,Brown,OUTERWEAR,SIMONA FAUX MONGOLIA JACKET,Outerwear,Jacket,medium,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,W,W,part_desc_keyword,family_keyword,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\W6BL10W3743_A14D.jpg,Jacket,14
dataset/images/hb_HWBB9308720_ESP.jpg,HWBB9308720,ESP,ESPRESSO,,Brown,MINI-BAGS,CAMDEN MINI SHOULDER BAG,Bags,Handbag,medium,7-ORDERSHEET_MAIN FW26_HB_WLCEE.xlsx,W,W,part_desc_keyword,family_keyword,Accesories,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\hb_HWBB9308720_ESP.jpg,Handbag,11
dataset/images/levis_003G9-0000.jpg,003G9-0000,CAVIAR,Blacks,,Black,Womens-Tops,Outerwear,Outerwear,Jacket,high,Order Levis Belgrade Usce APPAREL FW25.xlsx,All_All,Womens,levis_subcategory,levis_color_family,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\levis_003G9-0000.jpg,Jacket,14
dataset/images/hb_HMBENYP6436_BLA.jpg,HMBENYP6436,BLA,BLACK,Black,Black,BAGS,BERLIN MULTIPOCKET MESSANGER,Bags,Handbag,medium,7-ORDERSHEET_MAIN FW26_HB_WLCEE.xlsx,M,M,gh1_fallback,exact_color_name,Accesories,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\hb_HMBENYP6436_BLA.jpg,Handbag,11
dataset/images/kids_J6BD17D2725_TWSW.jpg,J6BD17D2725,TWSW,TWINKLING SILVER WAS,,Grey,SKIRTS,COATED LUREX DENIM SKIRT,Bottoms,Skirt,medium,11-ORDERSHEET_MAINFW26_KIDS_WLCEE.xlsx,G,G,part_desc_keyword,family_keyword,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\kids_J6BD17D2725_TWSW.jpg,Skirt,22
dataset/images/hb_AM9682POL01_BLU.jpg,AM9682POL01,BLU,BLUE,,Blue,MISCELLANEOUS,BEANIE,Soft Accessories,Hats,medium,7-ORDERSHEET_MAIN FW26_HB_WLCEE.xlsx,M,M,part_desc_keyword,family_keyword,Accesories,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\hb_AM9682POL01_BLU.jpg,Hats,12
dataset/images/kids_J6BA13D2215_SEAU.jpg,J6BA13D2215,SEAU,SEA SPARKLE BLUE,,Blue,DENIM PANTS,90S DENIM BLUE LUREX,Bottoms,Trousers,medium,11-ORDERSHEET_MAINFW26_KIDS_WLCEE.xlsx,G,G,part_desc_keyword,family_keyword,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\kids_J6BA13D2215_SEAU.jpg,Trousers,28
dataset/images/ftw_FMFCR2ELL12_NAVY.jpg,FMFCR2ELL12,NAVY,NAVY,Navy,Blue,SNEAKER,CRIBE2,Sneakers,Sneakers,high,10-ORDERSHEET_MAINFW26_FOOTWEAR_WLCEE.xlsx,m,M,part_desc_keyword,exact_color_name,Footware,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\ftw_FMFCR2ELL12_NAVY.jpg,Sneakers,23
dataset/images/hwr_50531538_904-Brown_Overflow.jpg,50531538,904-Brown Overflow,904-Brown Overflow,Brown,Brown,Blouses,Blouses,Tops,Blouse,high,HWR FA26 order template incl all selections.xlsx,HWR FA2026 all product,,boss_spg,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\hwr_50531538_904-Brown_Overflow.jpg,Blouse,3
dataset/images/M6YR09Z0914_H9C8.jpg,M6YR09Z0914,H9C8,DEEP RAIN CLOUD HEAT,,Grey,SWEATERS,MARK CN LOGO JACQUARD SWTR,Tops,Knit sweater,medium,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,M,M,part_desc_keyword,family_keyword,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\M6YR09Z0914_H9C8.jpg,Knit sweater,17
dataset/images/ftw_FL5MOXFAL12_WHBR.jpg,FL5MOXFAL12,WHBR,WHITE,White,White,SNEAKER,MOXEA,Sneakers,Sneakers,high,10-ORDERSHEET_MAINFW26_FOOTWEAR_WLCEE.xlsx,w,W,part_desc_keyword,exact_color_name,Footware,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\ftw_FL5MOXFAL12_WHBR.jpg,Sneakers,23
dataset/images/hwr_50563243_001-Black.jpg,50563243,001-Black,001-Black,Black,Black,Trousers,Trousers,Bottoms,Trousers,high,HWR FA26 order template incl all selections.xlsx,HWR FA2026 all product,,boss_spg,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\hwr_50563243_001-Black.jpg,Trousers,28
dataset/images/hb_HMBENYP6374_BLA.jpg,HMBENYP6374,BLA,BLACK,Black,Black,BAGS,BERLIN MULTIPOCKET BACKPACK,Bags,Backpack,high,7-ORDERSHEET_MAIN FW26_HB_WLCEE.xlsx,M,M,part_desc_keyword,exact_color_name,Accesories,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\hb_HMBENYP6374_BLA.jpg,Backpack,0
dataset/images/M6YI24K3728_G011.jpg,M6YI24K3728,G011,Pure White,White,White,T-SHIRTS,CN  SS CORE EXTRA SLIM TEE,T-shirt,T-shirt,high,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,M,M,part_desc_keyword,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\M6YI24K3728_G011.jpg,T-shirt,26
dataset/images/W1YI1BI3Z14_JBLK.jpg,W1YI1BI3Z14,JBLK,Jet Black A996,Jet Black,Black,T-SHIRTS,SS CN ORIGINAL TEE,T-shirt,T-shirt,high,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,W,W,part_desc_keyword,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\W1YI1BI3Z14_JBLK.jpg,T-shirt,26
dataset/images/levis_A7210-0051.jpg,A7210-0051,KHAKI GREEN GARMENT DYE,Browns,Khaki Green,Green,Mens-Tops,Woven Tops,Tops,Shirt,high,Order Levis Belgrade Usce APPAREL FW25.xlsx,All_All,Mens,levis_subcategory,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\levis_A7210-0051.jpg,Shirt,21
dataset/images/kids_H1YT01Z2S40_P6L0.jpg,H1YT01Z2S40,P6L0,GUESS DROP LOGO PRIN,,,SWEATERS,UNISEX LS SWEATER_CORE,Tops,Knit sweater,low,11-ORDERSHEET_MAINFW26_KIDS_WLCEE.xlsx,U,U,part_desc_keyword,unmapped,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\kids_H1YT01Z2S40_P6L0.jpg,Knit sweater,17
dataset/images/hb_AM9675POL03_GRY.jpg,AM9675POL03,GRY,GREY,,Grey,TEXTILE,SCARF KNITTED 30X180,Soft Accessories,Scarf/Bandana,medium,7-ORDERSHEET_MAIN FW26_HB_WLCEE.xlsx,M,M,part_desc_keyword,family_keyword,Accesories,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\hb_AM9675POL03_GRY.jpg,Scarf/Bandana,20
dataset/images/kids_N6BI09K5861_G7V2.jpg,N6BI09K5861,G7V2,SMART BLUE,,Blue,T-SHIRTS,LS T-SHIRT_LOGO,T-shirt,T-shirt,medium,11-ORDERSHEET_MAINFW26_KIDS_WLCEE.xlsx,B,B,part_desc_keyword,family_keyword,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\kids_N6BI09K5861_G7V2.jpg,T-shirt,26
dataset/images/hb_SWZG7459146_BLA.jpg,SWZG7459146,BLA,BLACK,Black,Black,WALLETS,LAUREL II SLG LARGE ZIP AROUND,Small Leather Goods,Wallets,high,7-ORDERSHEET_MAIN FW26_HB_WLCEE.xlsx,W,W,part_desc_keyword,exact_color_name,Accesories,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\hb_SWZG7459146_BLA.jpg,Wallets,29
dataset/images/levis_04511-4655.jpg,04511-4655,HALEY'S COMET ADV,Dark Indigo - Worn In,,Blue,Mens-Bottoms,Jeans,Bottoms,Jeans,high,Order Levis Belgrade Usce APPAREL FW25.xlsx,All_All,Mens,levis_subcategory,levis_color_family,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\levis_04511-4655.jpg,Jeans,15
dataset/images/M6BR57Z2061_JBLK.jpg,M6BR57Z2061,JBLK,Jet Black A996,Jet Black,Black,SWEATERS,SS JAYLEN TEXTURE RIB TOP,Tops,Top,high,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,M,M,part_desc_keyword,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\M6BR57Z2061_JBLK.jpg,Top,27
dataset/images/W6BN08K6806_RGP.jpg,W6BN08K6806,RGP,REGAL PLUM,Plum,Purple,BLAZER,WANDA SINGLE BREAST CHAIN BLAZ,Outerwear,Blazer,medium,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,W,W,gh1_fallback,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\W6BN08K6806_RGP.jpg,Blazer,2
dataset/images/kids_J6BL06W3998_G5B7.jpg,J6BL06W3998,G5B7,BEET JUICE RED,Red,Red,OUTERWEAR,FAUX FUR LS JACKET,Outerwear,Jacket,high,11-ORDERSHEET_MAINFW26_KIDS_WLCEE.xlsx,G,G,part_desc_keyword,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\kids_J6BL06W3998_G5B7.jpg,Jacket,14
dataset/images/kids_A0BZ01Z2QQ0_JBLK.jpg,A0BZ01Z2QQ0,JBLK,Jet Black A996,Jet Black,Black,ACCESSORIES,HAT,Soft Accessories,Hats,high,11-ORDERSHEET_MAINFW26_KIDS_WLCEE.xlsx,G,G,part_desc_keyword,exact_color_name,Accesories,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\kids_A0BZ01Z2QQ0_JBLK.jpg,Hats,12
dataset/images/kids_N6BI04K5854_G011.jpg,N6BI04K5854,G011,Pure White,White,White,T-SHIRTS,LS T-SHIRT,T-shirt,T-shirt,high,11-ORDERSHEET_MAINFW26_KIDS_WLCEE.xlsx,B,B,part_desc_keyword,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\kids_N6BI04K5854_G011.jpg,T-shirt,26
dataset/images/levis_85744-0108.jpg,85744-0108,DORY INDIGO CORD,Med Indigo - Worn In,,Blue,Mens-Tops,Woven Tops,Tops,Shirt,high,Order Levis Belgrade Usce APPAREL FW25.xlsx,All_All,Mens,levis_subcategory,levis_color_family,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\levis_85744-0108.jpg,Shirt,21
dataset/images/hb_HWSG2378010_STL.jpg,HWSG2378010,STL,STONE LOGO,Stone,Neutral,BAGS,YVONNE LOGO HOBO,Bags,Handbag,high,7-ORDERSHEET_MAIN FW26_HB_WLCEE.xlsx,W,W,part_desc_keyword,exact_color_name,Accesories,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\hb_HWSG2378010_STL.jpg,Handbag,11
dataset/images/hwr_50563731_929-Beige_Overflow.jpg,50563731,929-Beige Overflow,929-Beige Overflow,Beige,Neutral,Coats,Coats,Outerwear,Coat,high,HWR FA26 order template incl all selections.xlsx,HWR FA2026 all product,,boss_spg,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\hwr_50563731_929-Beige_Overflow.jpg,Coat,8
dataset/images/marciano_G6BK26W4447_A40T.jpg,G6BK26W4447,A40T,DEEP MAROON,,Red,DRESSES,MICHELLE SL LACE DRESS,Dresses,Dresses,medium,8-ORDERSHEET_MAIN FW26_MARCIANO_WLCEE.xlsx,W,W,part_desc_keyword,family_keyword,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\marciano_G6BK26W4447_A40T.jpg,Dresses,10
dataset/images/guess_W4BZ21Z3JD2_FNHT.jpg,W4BZ21Z3JD2,FNHT,4G BROWN AND CREAM,Brown,Brown,ACCESSORIES,SEVYN 4G LOGO BEANIE SWTR,Soft Accessories,Hats,high,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,W,W,part_desc_keyword,exact_color_name,Accesories,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\guess_W4BZ21Z3JD2_FNHT.jpg,Hats,12
dataset/images/W6BK87K7902_A807.jpg,W6BK87K7902,A807,FORBIDDEN FOREST,,Green,DRESSES,SL HARLEY HALTER DRESS,Dresses,Dresses,medium,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,W,W,part_desc_keyword,family_keyword,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\W6BK87K7902_A807.jpg,Dresses,10
dataset/images/guess_M3YZ22WBN60_JBLK.jpg,M3YZ22WBN60,JBLK,Jet Black A996,Jet Black,Black,ACCESSORIES,TRIANGLE PATCH BASEBALL,Other Accessories,Other Accessories,medium,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,M,M,gh1_fallback,exact_color_name,Accesories,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\guess_M3YZ22WBN60_JBLK.jpg,Other Accessories,18
dataset/images/M6BH33W4283_FBJO.jpg,M6BH33W4283,FBJO,JACQ MOTIF NAVY/WHIT,Navy,Blue,WOVEN TOPS,LS YARN DYED MOTIF SHIRT,Tops,Shirt,high,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,M,M,part_desc_keyword,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\M6BH33W4283_FBJO.jpg,Shirt,21
