image_path,style,color_code,color_desc,color_name,color_family,vendor_gh1,part_desc,category,subcategory,match_confidence,source_file,sheet,gender,category_source,color_source,division,abs_image_path,label,label_idx
dataset/images/kids_J6BK03Z1292_A62H.jpg,J6BK03Z1292,A62H,ROMANTIC LILAC,Lilac,Purple,DRESSES,LS SWEATER DRESS,Dresses,Dresses,high,11-ORDERSHEET_MAINFW26_KIDS_WLCEE.xlsx,G,G,part_desc_keyword,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\kids_J6BK03Z1292_A62H.jpg,Purple,8
dataset/images/ftw_FLFN2AFAB12_BROWN.jpg,FLFN2AFAB12,BROWN,BROWN,Brown,Brown,SNEAKER,NAOKI2,Sneakers,Sneakers,high,10-ORDERSHEET_MAINFW26_FOOTWEAR_WLCEE.xlsx,w,W,part_desc_keyword,exact_color_name,Footware,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\ftw_FLFN2AFAB12_BROWN.jpg,Brown,2
dataset/images/marciano_G6BB02W4299_F1PV.jpg,G6BB02W4299,F1PV,LIGHT OAK MULTI,,Multicolor,PANTS,LILLE STRAIGHT PANT,Bottoms,Trousers,medium,8-ORDERSHEET_MAIN FW26_MARCIANO_WLCEE.xlsx,W,W,part_desc_keyword,family_keyword,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\marciano_G6BB02W4299_F1PV.jpg,Multicolor,5
dataset/images/hb_SWBG2322140_BLA.jpg,SWBG2322140,BLA,BLACK,Black,Black,WALLETS,SUZY SLG MEDIUM ZIP AROUND,Small Leather Goods,Wallets,high,7-ORDERSHEET_MAIN FW26_HB_WLCEE.xlsx,W,W,part_desc_keyword,exact_color_name,Accesories,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\hb_SWBG2322140_BLA.jpg,Black,0
dataset/images/M6BB84W4480_G8BY.jpg,M6BB84W4480,G8BY,EARTHENWARE,,Neutral,PANTS,RIVIERA CARGO,Bottoms,Trousers,medium,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,M,M,gh1_fallback,family_keyword,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\M6BB84W4480_G8BY.jpg,Neutral,6
dataset/images/hb_HWSG2378060_CLO.jpg,HWSG2378060,CLO,COAL LOGO,,Black,BAGS,YVONNE LOGO GRLFRND SATCHEL,Bags,Handbag,medium,7-ORDERSHEET_MAIN FW26_HB_WLCEE.xlsx,W,W,part_desc_keyword,family_keyword,Accesories,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\hb_HWSG2378060_CLO.jpg,Black,0
dataset/images/M6BR57Z2061_JBLK.jpg,M6BR57Z2061,JBLK,Jet Black A996,Jet Black,Black,SWEATERS,SS JAYLEN TEXTURE RIB TOP,Tops,Top,high,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,M,M,part_desc_keyword,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\M6BR57Z2061_JBLK.jpg,Black,0
dataset/images/hb_HMTOTEP6231_BLA.jpg,HMTOTEP6231,BLA,BLACK,Black,Black,MINI-BAGS,TORINO BUMBAG S,Belts,Belts,high,7-ORDERSHEET_MAIN FW26_HB_WLCEE.xlsx,M,M,part_desc_keyword,exact_color_name,Accesories,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\hb_HMTOTEP6231_BLA.jpg,Black,0
dataset/images/M6BL56W4169_G7DC.jpg,M6BL56W4169,G7DC,DEEP BERYL,,Green,OUTERWEAR,DRESSY COAT,Outerwear,Coat,medium,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,M,M,part_desc_keyword,family_keyword,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\M6BL56W4169_G7DC.jpg,Green,3
dataset/images/W6BI22K6042_G011.jpg,W6BI22K6042,G011,Pure White,White,White,T-SHIRTS,SS CN LEOPARD LUREX LOGO TEE,T-shirt,T-shirt,high,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,W,W,part_desc_keyword,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\W6BI22K6042_G011.jpg,White,10
dataset/images/ftw_FLTFRELEA12_BLACK.jpg,FLTFRELEA12,BLACK,BLACK,Black,Black,SNEAKER,FIREUP,Sneakers,Sneakers,high,10-ORDERSHEET_MAINFW26_FOOTWEAR_WLCEE.xlsx,w,W,part_desc_keyword,exact_color_name,Footware,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\ftw_FLTFRELEA12_BLACK.jpg,Black,0
dataset/images/hb_TWDP2222060_BLO.jpg,TWDP2222060,BLO,BLACK LOGO,Black,Black,TRAVEL BAGS,BLAKE MULTI PIECE TRAVEL SET,Bags,Handbag,medium,7-ORDERSHEET_MAIN FW26_HB_WLCEE.xlsx,W,W,gh1_fallback,exact_color_name,Accesories,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\hb_TWDP2222060_BLO.jpg,Black,0
dataset/images/hb_TWNB2168510_LTL.jpg,TWNB2168510,LTL,LATTE LOGO,,Neutral,TRAVEL BAGS,ADRIAN LOGO MEDIUM POUCH,Bags,Handbag,medium,7-ORDERSHEET_MAIN FW26_HB_WLCEE.xlsx,W,W,gh1_fallback,family_keyword,Accesories,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\hb_TWNB2168510_LTL.jpg,Neutral,6
dataset/images/kids_L6BQ08K6729_JBLK.jpg,L6BQ08K6729,JBLK,Jet Black A996,Jet Black,Black,SWEATSHIRT,OVERSIZE HOODED LS ACTIVE TOP,Tops,Hoodie,high,11-ORDERSHEET_MAINFW26_KIDS_WLCEE.xlsx,B,B,part_desc_keyword,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\kids_L6BQ08K6729_JBLK.jpg,Black,0
dataset/images/ftw_FMFCAOLEA11_BLACK.jpg,FMFCAOLEA11,BLACK,BLACK,Black,Black,CASUAL SHOES,CAVORN,Boots,Boots,high,10-ORDERSHEET_MAINFW26_FOOTWEAR_WLCEE.xlsx,m,M,part_desc_keyword,exact_color_name,Footware,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\ftw_FMFCAOLEA11_BLACK.jpg,Black,0
dataset/images/kids_J6BI30K5832_G011.jpg,J6BI30K5832,G011,Pure White,White,White,T-SHIRTS,MIDI LS T-SHIRT,T-shirt,T-shirt,high,11-ORDERSHEET_MAINFW26_KIDS_WLCEE.xlsx,G,G,part_desc_keyword,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\kids_J6BI30K5832_G011.jpg,White,10
dataset/images/W6BI57K7387_G1H1.jpg,W6BI57K7387,G1H1,PROSECCO,Rose,Pink,T-SHIRTS,LS CN SAVANNA LEOPARD TRIANGLE,T-shirt,T-shirt,medium,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,W,W,gh1_fallback,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\W6BI57K7387_G1H1.jpg,Pink,7
dataset/images/levis_A5566-0030.jpg,A5566-0030,BOSS BUSINESS,Greys,,Grey,Womens-Bottoms,Jeans,Bottoms,Jeans,high,Order Levis Belgrade Usce APPAREL FW25.xlsx,All_All,Womens,levis_subcategory,levis_color_family,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\levis_A5566-0030.jpg,Grey,4
dataset/images/hb_AM9682POL01_BLU.jpg,AM9682POL01,BLU,BLUE,,Blue,MISCELLANEOUS,BEANIE,Soft Accessories,Hats,medium,7-ORDERSHEET_MAIN FW26_HB_WLCEE.xlsx,M,M,part_desc_keyword,family_keyword,Accesories,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\hb_AM9682POL01_BLU.jpg,Blue,1
dataset/images/W6YK20W2932_G596.jpg,W6YK20W2932,G596,RED NOIR,Red,Red,DRESSES,NEW AKILINA INDIGO HOTFIX DRES,Dresses,Dresses,medium,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,W,W,gh1_fallback,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\W6YK20W2932_G596.jpg,Red,9
dataset/images/M6BR48Z1666_FNA2.jpg,M6BR48Z1666,FNA2,PROSECCO MULTI,Rose,Pink,SWEATERS,LS FULL ZIP MN LIAM SWEATER,Tops,Knit sweater,high,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,M,M,part_desc_keyword,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\M6BR48Z1666_FNA2.jpg,Pink,7
dataset/images/marciano_G6BR20Z1625_FMMF.jpg,G6BR20Z1625,FMMF,EGGSHELL ECRU/GOLD L,,Yellow,SWEATERS,MIRANDA LS SWEATER LUREX TOP,Tops,Knit sweater,medium,8-ORDERSHEET_MAIN FW26_MARCIANO_WLCEE.xlsx,W,W,part_desc_keyword,family_keyword,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\marciano_G6BR20Z1625_FMMF.jpg,Yellow,11
dataset/images/W6YH10W2752_JBLK.jpg,W6YH10W2752,JBLK,Jet Black A996,Jet Black,Black,WOVEN TOPS,NEW CATE SHIRT,Tops,Shirt,high,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,W,W,part_desc_keyword,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\W6YH10W2752_JBLK.jpg,Black,0
dataset/images/W6BH55W4295_F45V.jpg,W6BH55W4295,F45V,TWILIGHT LAVENDER,Lavender,Purple,WOVEN TOPS,ANNAMARIA EQUIPMENT LS SHIRT,Tops,Shirt,high,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,W,W,part_desc_keyword,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\W6BH55W4295_F45V.jpg,Purple,8
dataset/images/levis_29037-0066.jpg,29037-0066,WELCOME TO THE RODEO,Blacks,,Black,Mens-Bottoms,Jeans,Bottoms,Jeans,high,Order Levis Belgrade Usce APPAREL FW25.xlsx,All_All,Mens,levis_subcategory,levis_color_family,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\levis_29037-0066.jpg,Black,0
dataset/images/kids_K6BI11K5836_G011.jpg,K6BI11K5836,G011,Pure White,White,White,T-SHIRTS,SS T-SHIRT_LOGO,T-shirt,T-shirt,high,11-ORDERSHEET_MAINFW26_KIDS_WLCEE.xlsx,G,G,part_desc_keyword,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\kids_K6BI11K5836_G011.jpg,White,10
dataset/images/W6BB25K6213_JBLK.jpg,W6BB25K6213,JBLK,Jet Black A996,Jet Black,Black,PANTS,CHRISSY LOGO CHAIN FLARE PANT,Bottoms,Trousers,high,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,W,W,part_desc_keyword,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\W6BB25K6213_JBLK.jpg,Black,0
dataset/images/kids_J6BZ22W4032_JBLK.jpg,J6BZ22W4032,JBLK,Jet Black A996,Jet Black,Black,ACCESSORIES,REVERSIBLE TEDDY BUCKET HAT,Soft Accessories,Hats,high,11-ORDERSHEET_MAINFW26_KIDS_WLCEE.xlsx,G,G,part_desc_keyword,exact_color_name,Accesories,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\kids_J6BZ22W4032_JBLK.jpg,Black,0
dataset/images/M6BR42Z1604_JBLK.jpg,M6BR42Z1604,JBLK,Jet Black A996,Jet Black,Black,SWEATERS,NAVIN CREW NECK BEAR SWEATER,Tops,Knit sweater,high,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,M,M,part_desc_keyword,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\M6BR42Z1604_JBLK.jpg,Black,0
dataset/images/levis_A8435-0020.jpg,A8435-0020,SARGASSO SEA GARMENT DYE F SARGASSO SEA,Blues,,Blue,Mens-Tops,Sweatshirts,Tops,Sweatshirt,high,Order Levis Belgrade Usce APPAREL FW25.xlsx,All_All,Mens,levis_subcategory,levis_color_family,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\levis_A8435-0020.jpg,Blue,1
dataset/images/kids_L6BB10K7250_JBLK.jpg,L6BB10K7250,JBLK,Jet Black A996,Jet Black,Black,PANTS,ACTIVE PANTS_MINIME,Bottoms,Trousers,high,11-ORDERSHEET_MAINFW26_KIDS_WLCEE.xlsx,B,B,part_desc_keyword,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\kids_L6BB10K7250_JBLK.jpg,Black,0
dataset/images/kids_L6BI29K5755_G9L9.jpg,L6BI29K5755,G9L9,MUTED STONE,Stone,Neutral,T-SHIRTS,OVERSIZE GMT DYE LS T-SHIRT,T-shirt,T-shirt,high,11-ORDERSHEET_MAINFW26_KIDS_WLCEE.xlsx,B,B,part_desc_keyword,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\kids_L6BI29K5755_G9L9.jpg,Neutral,6
dataset/images/levis_79541-0000.jpg,79541-0000,TWO-PACK TEE WHITE + WHITE,Neutrals,White,White,Mens-Tops,Tees,T-shirt,T-shirt,high,Order Levis Belgrade Usce APPAREL FW25.xlsx,All_All,Mens,levis_subcategory,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\levis_79541-0000.jpg,White,10
dataset/images/kids_J6BI10K5787_G011.jpg,J6BI10K5787,G011,Pure White,White,White,T-SHIRTS,BATWING SS T-SHIRT,T-shirt,T-shirt,high,11-ORDERSHEET_MAINFW26_KIDS_WLCEE.xlsx,G,G,part_desc_keyword,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\kids_J6BI10K5787_G011.jpg,White,10
dataset/images/M6BI55K6192_JBLK.jpg,M6BI55K6192,JBLK,Jet Black A996,Jet Black,Black,T-SHIRTS,CN SS ROOTS LOGO EMBRO TEE,T-shirt,T-shirt,high,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,M,M,part_desc_keyword,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\M6BI55K6192_JBLK.jpg,Black,0
dataset/images/W6BL72W4500_G1O6.jpg,W6BL72W4500,G1O6,DOVE WHITE,White,White,OUTERWEAR,JENNY FRINGES TWEED JACKET,Outerwear,Jacket,high,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,W,W,part_desc_keyword,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\W6BL72W4500_G1O6.jpg,White,10
dataset/images/levis_A8563-0006.jpg,A8563-0006,WILD ROAD,Browns,,Brown,Mens-Tops,Outerwear,Outerwear,Jacket,high,Order Levis Belgrade Usce APPAREL FW25.xlsx,All_All,Mens,levis_subcategory,levis_color_family,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\levis_A8563-0006.jpg,Brown,2
dataset/images/kids_L6BR18Z2284_F2K3.jpg,L6BR18Z2284,F2K3,ORBIT MULTI,,Multicolor,SWEATERS,LS SWEATERS_MINI ME,Tops,Knit sweater,medium,11-ORDERSHEET_MAINFW26_KIDS_WLCEE.xlsx,B,B,gh1_fallback,family_keyword,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\kids_L6BR18Z2284_F2K3.jpg,Multicolor,5
dataset/images/kids_J6BR12Z1346_FNOK.jpg,J6BR12Z1346,FNOK,WHITE STONE MELANGE,White,White,SWEATERS,LS SWEATERS,Tops,Knit sweater,medium,11-ORDERSHEET_MAINFW26_KIDS_WLCEE.xlsx,G,G,gh1_fallback,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\kids_J6BR12Z1346_FNOK.jpg,White,10
dataset/images/kids_N6BQ01K6110_FBJE.jpg,N6BQ01K6110,FBJE,BLOCK BLUE BROWN_KID,Brown,Brown,SWEATSHIRT,HOODED LS ACTIVE TOP W/ZIP,Tops,Hoodie,high,11-ORDERSHEET_MAINFW26_KIDS_WLCEE.xlsx,B,B,part_desc_keyword,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\kids_N6BQ01K6110_FBJE.jpg,Brown,2
dataset/images/hb_HWSG2313750_BRO.jpg,HWSG2313750,BRO,BROWN,Brown,Brown,MINI-BAGS,SAMANTHA MINI TOTE,Bags,Handbag,high,7-ORDERSHEET_MAIN FW26_HB_WLCEE.xlsx,W,W,part_desc_keyword,exact_color_name,Accesories,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\hb_HWSG2313750_BRO.jpg,Brown,2
dataset/images/hb_PW7590P6474_BLA.jpg,PW7590P6474,BLA,BLACK,Black,Black,MISCELLANEOUS,TAMARA FLAT POUCH,Other Accessories,Other Accessories,medium,7-ORDERSHEET_MAIN FW26_HB_WLCEE.xlsx,W,W,gh1_fallback,exact_color_name,Accesories,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\hb_PW7590P6474_BLA.jpg,Black,0
dataset/images/kids_L6BL04W3947_FMKK.jpg,L6BL04W3947,FMKK,ELEGANT BLACK_ COLOR,Black,Black,OUTERWEAR,HOODED LS PUFFER W/ZIP,Outerwear,Jacket,high,11-ORDERSHEET_MAINFW26_KIDS_WLCEE.xlsx,B,B,part_desc_keyword,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\kids_L6BL04W3947_FMKK.jpg,Black,0
dataset/images/guess_M6BZ13K6911_A10U.jpg,M6BZ13K6911,A10U,CAROB CHOCOLATE,Chocolate,Brown,ACCESSORIES,SUEDE BASEBALL HAT,Soft Accessories,Hats,high,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,M,M,part_desc_keyword,exact_color_name,Accesories,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\guess_M6BZ13K6911_A10U.jpg,Brown,2
dataset/images/W6BLA0W5935_FNQE.jpg,W6BLA0W5935,FNQE,DARK BROWN  FUR COMB,Dark Brown,Brown,OUTERWEAR,FLORE MAXI FUR COAT,Outerwear,Fur Coat,high,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,W,W,part_desc_keyword,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\W6BLA0W5935_FNQE.jpg,Brown,2
dataset/images/hwr_50545208_001-Black.jpg,50545208,001-Black,001-Black,Black,Black,Jersey,Jersey Tops,Tops,Top,high,HWR FA26 order template incl all selections.xlsx,HWR FA2026 all product,,boss_spg,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\hwr_50545208_001-Black.jpg,Black,0
dataset/images/W6BR28Z1410_JBLK.jpg,W6BR28Z1410,JBLK,Jet Black A996,Jet Black,Black,SWEATERS,LS VN FAITH CARDI SWTR,Tops,Cardigan,high,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,W,W,part_desc_keyword,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\W6BR28Z1410_JBLK.jpg,Black,0
dataset/images/hb_AM9692POL01_GRY.jpg,AM9692POL01,GRY,GREY,,Grey,MISCELLANEOUS,BEANIE,Soft Accessories,Hats,medium,7-ORDERSHEET_MAIN FW26_HB_WLCEE.xlsx,M,M,part_desc_keyword,family_keyword,Accesories,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\hb_AM9692POL01_GRY.jpg,Grey,4
dataset/images/ftw_FLFDUEELE12_BLACK.jpg,FLFDUEELE12,BLACK,BLACK,Black,Black,SNEAKER,DUENA,Sneakers,Sneakers,high,10-ORDERSHEET_MAINFW26_FOOTWEAR_WLCEE.xlsx,w,W,part_desc_keyword,exact_color_name,Footware,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\ftw_FLFDUEELE12_BLACK.jpg,Black,0
dataset/images/W6BK74Z1592_RGP.jpg,W6BK74Z1592,RGP,REGAL PLUM,Plum,Purple,DRESSES,SS CARA BRAIDED BANDAGE DRESS,Dresses,Dresses,high,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,W,W,part_desc_keyword,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\W6BK74Z1592_RGP.jpg,Purple,8
dataset/images/guess_W4BZ22Z3JD2_FNHT.jpg,W4BZ22Z3JD2,FNHT,4G BROWN AND CREAM,Brown,Brown,ACCESSORIES,SEVYN 4G LOGO SCARF SWTR,Soft Accessories,Scarf/Bandana,high,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,W,W,part_desc_keyword,exact_color_name,Accesories,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\guess_W4BZ22Z3JD2_FNHT.jpg,Brown,2
dataset/images/M6BR47Z1665_G8F6.jpg,M6BR47Z1665,G8F6,OLIVE MORNING,Olive,Green,SWEATERS,SS LIAM CABLE POLO,T-shirt,Polo shirt,high,6-ORDERSHEET_MAIN FW26_GUESS_WLCEE.xlsx,M,M,part_desc_keyword,exact_color_name,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\M6BR47Z1665_G8F6.jpg,Green,3
dataset/images/levis_001US-0002.jpg,001US-0002,CARAFE,Neutrals,,Neutral,Womens-Bottoms,Jeans,Bottoms,Jeans,high,Order Levis Belgrade Usce APPAREL FW25.xlsx,All_All,Womens,levis_subcategory,levis_color_family,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\levis_001US-0002.jpg,Neutral,6
dataset/images/marciano_G6BN05K6654_JBLK.jpg,G6BN05K6654,JBLK,Jet Black A996,Jet Black,Black,BLAZER,SOPHIA PONTE COVER SHOULDER,Bags,Handbag,high,8-ORDERSHEET_MAIN FW26_MARCIANO_WLCEE.xlsx,W,W,part_desc_keyword,exact_color_name,Accesories,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\marciano_G6BN05K6654_JBLK.jpg,Black,0
dataset/images/kids_J6BA01D2186_DBFS.jpg,J6BA01D2186,DBFS,DEEP BLUE WASH FULL,,Blue,DENIM PANTS,RELAXED CARPENTER COMFORT DENI,Bottoms,Trousers,medium,11-ORDERSHEET_MAINFW26_KIDS_WLCEE.xlsx,G,G,part_desc_keyword,family_keyword,Apparel,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\kids_J6BA01D2186_DBFS.jpg,Blue,1
dataset/images/ftw_FMFEMYLEA10_BLACK.jpg,FMFEMYLEA10,BLACK,BLACK,Black,Black,CASUAL SHOES,EMYL,Boots,Boots,high,10-ORDERSHEET_MAINFW26_FOOTWEAR_WLCEE.xlsx,m,M,part_desc_keyword,exact_color_name,Footware,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\ftw_FMFEMYLEA10_BLACK.jpg,Black,0
dataset/images/kids_J6BZ21W4027_G7JZ.jpg,J6BZ21W4027,G7JZ,FROZEN LIGHT BLUE,Light Blue,Blue,ACCESSORIES,FAUX FUR SCARF,Soft Accessories,Scarf/Bandana,high,11-ORDERSHEET_MAINFW26_KIDS_WLCEE.xlsx,G,G,part_desc_keyword,exact_color_name,Accesories,C:\Users\ir.marko\Downloads\ML- projekat\dataset\images\kids_J6BZ21W4027_G7JZ.jpg,Blue,1
